Country_code_ISO_3,Year,Product_market,Indicator,Contract_value,Indicator_availability
ALB,2021,Constr. work,corr_singleb,ALL,0.761631246
ALB,2021,Constr. work,corr_singleb,HIGH,1
ALB,2021,Constr. work,corr_singleb,HIGH + MEDIUM,0.98
ALB,2021,Constr. work,corr_nocft,ALL,0.761631246
ALB,2021,Constr. work,corr_nocft,HIGH,1
ALB,2021,Constr. work,corr_nocft,HIGH + MEDIUM,0.98
ALB,2021,Constr. work,corr_nonopenproc,ALL,1
ALB,2021,Constr. work,corr_nonopenproc,HIGH,1
ALB,2021,Constr. work,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2021,Constr. work,corr_contractmod,ALL,0
ALB,2021,Constr. work,corr_contractmod,HIGH,0
ALB,2021,Constr. work,corr_contractmod,HIGH + MEDIUM,0
ALB,2021,Constr. work,corr_tax_haven,ALL,0
ALB,2021,Constr. work,corr_tax_haven,HIGH,0
ALB,2021,Constr. work,corr_tax_haven,HIGH + MEDIUM,0
ALB,2021,Medical equip.,corr_singleb,ALL,0.618578101
ALB,2021,Medical equip.,corr_singleb,HIGH,
ALB,2021,Medical equip.,corr_singleb,HIGH + MEDIUM,0.8
ALB,2021,Medical equip.,corr_nocft,ALL,0.618578101
ALB,2021,Medical equip.,corr_nocft,HIGH,
ALB,2021,Medical equip.,corr_nocft,HIGH + MEDIUM,0.8
ALB,2021,Medical equip.,corr_nonopenproc,ALL,1
ALB,2021,Medical equip.,corr_nonopenproc,HIGH,
ALB,2021,Medical equip.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2021,Medical equip.,corr_contractmod,ALL,0
ALB,2021,Medical equip.,corr_contractmod,HIGH,
ALB,2021,Medical equip.,corr_contractmod,HIGH + MEDIUM,0
ALB,2021,Medical equip.,corr_tax_haven,ALL,0
ALB,2021,Medical equip.,corr_tax_haven,HIGH,
ALB,2021,Medical equip.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2021,Energy,corr_singleb,ALL,0.712598425
ALB,2021,Energy,corr_singleb,HIGH,
ALB,2021,Energy,corr_singleb,HIGH + MEDIUM,1
ALB,2021,Energy,corr_nocft,ALL,0.712598425
ALB,2021,Energy,corr_nocft,HIGH,
ALB,2021,Energy,corr_nocft,HIGH + MEDIUM,1
ALB,2021,Energy,corr_nonopenproc,ALL,1
ALB,2021,Energy,corr_nonopenproc,HIGH,
ALB,2021,Energy,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2021,Energy,corr_contractmod,ALL,0
ALB,2021,Energy,corr_contractmod,HIGH,
ALB,2021,Energy,corr_contractmod,HIGH + MEDIUM,0
ALB,2021,Energy,corr_tax_haven,ALL,0
ALB,2021,Energy,corr_tax_haven,HIGH,
ALB,2021,Energy,corr_tax_haven,HIGH + MEDIUM,0
ALB,2021,Constr. materials,corr_singleb,ALL,0.749045802
ALB,2021,Constr. materials,corr_singleb,HIGH,
ALB,2021,Constr. materials,corr_singleb,HIGH + MEDIUM,1
ALB,2021,Constr. materials,corr_nocft,ALL,0.749045802
ALB,2021,Constr. materials,corr_nocft,HIGH,
ALB,2021,Constr. materials,corr_nocft,HIGH + MEDIUM,1
ALB,2021,Constr. materials,corr_nonopenproc,ALL,1
ALB,2021,Constr. materials,corr_nonopenproc,HIGH,
ALB,2021,Constr. materials,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2021,Constr. materials,corr_contractmod,ALL,0
ALB,2021,Constr. materials,corr_contractmod,HIGH,
ALB,2021,Constr. materials,corr_contractmod,HIGH + MEDIUM,0
ALB,2021,Constr. materials,corr_tax_haven,ALL,0
ALB,2021,Constr. materials,corr_tax_haven,HIGH,
ALB,2021,Constr. materials,corr_tax_haven,HIGH + MEDIUM,0
ALB,2021,Office supplies,corr_singleb,ALL,0.79283054
ALB,2021,Office supplies,corr_singleb,HIGH,
ALB,2021,Office supplies,corr_singleb,HIGH + MEDIUM,1
ALB,2021,Office supplies,corr_nocft,ALL,0.79283054
ALB,2021,Office supplies,corr_nocft,HIGH,
ALB,2021,Office supplies,corr_nocft,HIGH + MEDIUM,1
ALB,2021,Office supplies,corr_nonopenproc,ALL,1
ALB,2021,Office supplies,corr_nonopenproc,HIGH,
ALB,2021,Office supplies,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2021,Office supplies,corr_contractmod,ALL,0
ALB,2021,Office supplies,corr_contractmod,HIGH,
ALB,2021,Office supplies,corr_contractmod,HIGH + MEDIUM,0
ALB,2021,Office supplies,corr_tax_haven,ALL,0
ALB,2021,Office supplies,corr_tax_haven,HIGH,
ALB,2021,Office supplies,corr_tax_haven,HIGH + MEDIUM,0
ALB,2021,Business srv.,corr_singleb,ALL,0.761636107
ALB,2021,Business srv.,corr_singleb,HIGH,
ALB,2021,Business srv.,corr_singleb,HIGH + MEDIUM,0.666666667
ALB,2021,Business srv.,corr_nocft,ALL,0.761636107
ALB,2021,Business srv.,corr_nocft,HIGH,
ALB,2021,Business srv.,corr_nocft,HIGH + MEDIUM,0.666666667
ALB,2021,Business srv.,corr_nonopenproc,ALL,1
ALB,2021,Business srv.,corr_nonopenproc,HIGH,
ALB,2021,Business srv.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2021,Business srv.,corr_contractmod,ALL,0
ALB,2021,Business srv.,corr_contractmod,HIGH,
ALB,2021,Business srv.,corr_contractmod,HIGH + MEDIUM,0
ALB,2021,Business srv.,corr_tax_haven,ALL,0
ALB,2021,Business srv.,corr_tax_haven,HIGH,
ALB,2021,Business srv.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2021,Electrical eq.,corr_singleb,ALL,0.741176471
ALB,2021,Electrical eq.,corr_singleb,HIGH,
ALB,2021,Electrical eq.,corr_singleb,HIGH + MEDIUM,1
ALB,2021,Electrical eq.,corr_nocft,ALL,0.741176471
ALB,2021,Electrical eq.,corr_nocft,HIGH,
ALB,2021,Electrical eq.,corr_nocft,HIGH + MEDIUM,1
ALB,2021,Electrical eq.,corr_nonopenproc,ALL,1
ALB,2021,Electrical eq.,corr_nonopenproc,HIGH,
ALB,2021,Electrical eq.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2021,Electrical eq.,corr_contractmod,ALL,0
ALB,2021,Electrical eq.,corr_contractmod,HIGH,
ALB,2021,Electrical eq.,corr_contractmod,HIGH + MEDIUM,0
ALB,2021,Electrical eq.,corr_tax_haven,ALL,0
ALB,2021,Electrical eq.,corr_tax_haven,HIGH,
ALB,2021,Electrical eq.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2021,Transport eq.,corr_singleb,ALL,0.757069409
ALB,2021,Transport eq.,corr_singleb,HIGH,1
ALB,2021,Transport eq.,corr_singleb,HIGH + MEDIUM,1
ALB,2021,Transport eq.,corr_nocft,ALL,0.757069409
ALB,2021,Transport eq.,corr_nocft,HIGH,1
ALB,2021,Transport eq.,corr_nocft,HIGH + MEDIUM,1
ALB,2021,Transport eq.,corr_nonopenproc,ALL,0.666452442
ALB,2021,Transport eq.,corr_nonopenproc,HIGH,1
ALB,2021,Transport eq.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2021,Transport eq.,corr_contractmod,ALL,0
ALB,2021,Transport eq.,corr_contractmod,HIGH,0
ALB,2021,Transport eq.,corr_contractmod,HIGH + MEDIUM,0
ALB,2021,Transport eq.,corr_tax_haven,ALL,0
ALB,2021,Transport eq.,corr_tax_haven,HIGH,0
ALB,2021,Transport eq.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2021,Security eq.,corr_singleb,ALL,0.725409836
ALB,2021,Security eq.,corr_singleb,HIGH,
ALB,2021,Security eq.,corr_singleb,HIGH + MEDIUM,1
ALB,2021,Security eq.,corr_nocft,ALL,0.725409836
ALB,2021,Security eq.,corr_nocft,HIGH,
ALB,2021,Security eq.,corr_nocft,HIGH + MEDIUM,1
ALB,2021,Security eq.,corr_nonopenproc,ALL,1
ALB,2021,Security eq.,corr_nonopenproc,HIGH,
ALB,2021,Security eq.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2021,Security eq.,corr_contractmod,ALL,0
ALB,2021,Security eq.,corr_contractmod,HIGH,
ALB,2021,Security eq.,corr_contractmod,HIGH + MEDIUM,0
ALB,2021,Security eq.,corr_tax_haven,ALL,0
ALB,2021,Security eq.,corr_tax_haven,HIGH,
ALB,2021,Security eq.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2021,Community srv.,corr_singleb,ALL,0.793680297
ALB,2021,Community srv.,corr_singleb,HIGH,1
ALB,2021,Community srv.,corr_singleb,HIGH + MEDIUM,1
ALB,2021,Community srv.,corr_nocft,ALL,0.793680297
ALB,2021,Community srv.,corr_nocft,HIGH,1
ALB,2021,Community srv.,corr_nocft,HIGH + MEDIUM,1
ALB,2021,Community srv.,corr_nonopenproc,ALL,1
ALB,2021,Community srv.,corr_nonopenproc,HIGH,1
ALB,2021,Community srv.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2021,Community srv.,corr_contractmod,ALL,0
ALB,2021,Community srv.,corr_contractmod,HIGH,0
ALB,2021,Community srv.,corr_contractmod,HIGH + MEDIUM,0
ALB,2021,Community srv.,corr_tax_haven,ALL,0
ALB,2021,Community srv.,corr_tax_haven,HIGH,0
ALB,2021,Community srv.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2022,Constr. work,corr_singleb,ALL,0.759783263
ALB,2022,Constr. work,corr_singleb,HIGH,1
ALB,2022,Constr. work,corr_singleb,HIGH + MEDIUM,0.995495495
ALB,2022,Constr. work,corr_nocft,ALL,0.759783263
ALB,2022,Constr. work,corr_nocft,HIGH,1
ALB,2022,Constr. work,corr_nocft,HIGH + MEDIUM,0.995495495
ALB,2022,Constr. work,corr_nonopenproc,ALL,1
ALB,2022,Constr. work,corr_nonopenproc,HIGH,1
ALB,2022,Constr. work,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2022,Constr. work,corr_contractmod,ALL,0
ALB,2022,Constr. work,corr_contractmod,HIGH,0
ALB,2022,Constr. work,corr_contractmod,HIGH + MEDIUM,0
ALB,2022,Constr. work,corr_tax_haven,ALL,0
ALB,2022,Constr. work,corr_tax_haven,HIGH,0
ALB,2022,Constr. work,corr_tax_haven,HIGH + MEDIUM,0
ALB,2022,Business srv.,corr_singleb,ALL,0.779472954
ALB,2022,Business srv.,corr_singleb,HIGH,
ALB,2022,Business srv.,corr_singleb,HIGH + MEDIUM,1
ALB,2022,Business srv.,corr_nocft,ALL,0.779472954
ALB,2022,Business srv.,corr_nocft,HIGH,
ALB,2022,Business srv.,corr_nocft,HIGH + MEDIUM,1
ALB,2022,Business srv.,corr_nonopenproc,ALL,1
ALB,2022,Business srv.,corr_nonopenproc,HIGH,
ALB,2022,Business srv.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2022,Business srv.,corr_contractmod,ALL,0
ALB,2022,Business srv.,corr_contractmod,HIGH,
ALB,2022,Business srv.,corr_contractmod,HIGH + MEDIUM,0
ALB,2022,Business srv.,corr_tax_haven,ALL,0
ALB,2022,Business srv.,corr_tax_haven,HIGH,
ALB,2022,Business srv.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2022,Medical equip.,corr_singleb,ALL,0.536115007
ALB,2022,Medical equip.,corr_singleb,HIGH,1
ALB,2022,Medical equip.,corr_singleb,HIGH + MEDIUM,1
ALB,2022,Medical equip.,corr_nocft,ALL,0.536115007
ALB,2022,Medical equip.,corr_nocft,HIGH,1
ALB,2022,Medical equip.,corr_nocft,HIGH + MEDIUM,1
ALB,2022,Medical equip.,corr_nonopenproc,ALL,1
ALB,2022,Medical equip.,corr_nonopenproc,HIGH,1
ALB,2022,Medical equip.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2022,Medical equip.,corr_contractmod,ALL,0
ALB,2022,Medical equip.,corr_contractmod,HIGH,0
ALB,2022,Medical equip.,corr_contractmod,HIGH + MEDIUM,0
ALB,2022,Medical equip.,corr_tax_haven,ALL,0
ALB,2022,Medical equip.,corr_tax_haven,HIGH,0
ALB,2022,Medical equip.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2022,Electrical eq.,corr_singleb,ALL,0.726744186
ALB,2022,Electrical eq.,corr_singleb,HIGH,1
ALB,2022,Electrical eq.,corr_singleb,HIGH + MEDIUM,0.944444444
ALB,2022,Electrical eq.,corr_nocft,ALL,0.726744186
ALB,2022,Electrical eq.,corr_nocft,HIGH,1
ALB,2022,Electrical eq.,corr_nocft,HIGH + MEDIUM,0.944444444
ALB,2022,Electrical eq.,corr_nonopenproc,ALL,1
ALB,2022,Electrical eq.,corr_nonopenproc,HIGH,1
ALB,2022,Electrical eq.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2022,Electrical eq.,corr_contractmod,ALL,0
ALB,2022,Electrical eq.,corr_contractmod,HIGH,0
ALB,2022,Electrical eq.,corr_contractmod,HIGH + MEDIUM,0
ALB,2022,Electrical eq.,corr_tax_haven,ALL,0
ALB,2022,Electrical eq.,corr_tax_haven,HIGH,0
ALB,2022,Electrical eq.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2022,Office supplies,corr_singleb,ALL,0.758817922
ALB,2022,Office supplies,corr_singleb,HIGH,
ALB,2022,Office supplies,corr_singleb,HIGH + MEDIUM,0.857142857
ALB,2022,Office supplies,corr_nocft,ALL,0.758817922
ALB,2022,Office supplies,corr_nocft,HIGH,
ALB,2022,Office supplies,corr_nocft,HIGH + MEDIUM,0.857142857
ALB,2022,Office supplies,corr_nonopenproc,ALL,1
ALB,2022,Office supplies,corr_nonopenproc,HIGH,
ALB,2022,Office supplies,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2022,Office supplies,corr_contractmod,ALL,0
ALB,2022,Office supplies,corr_contractmod,HIGH,
ALB,2022,Office supplies,corr_contractmod,HIGH + MEDIUM,0
ALB,2022,Office supplies,corr_tax_haven,ALL,0
ALB,2022,Office supplies,corr_tax_haven,HIGH,
ALB,2022,Office supplies,corr_tax_haven,HIGH + MEDIUM,0
ALB,2022,Transport eq.,corr_singleb,ALL,0.801976285
ALB,2022,Transport eq.,corr_singleb,HIGH,1
ALB,2022,Transport eq.,corr_singleb,HIGH + MEDIUM,1
ALB,2022,Transport eq.,corr_nocft,ALL,0.801976285
ALB,2022,Transport eq.,corr_nocft,HIGH,1
ALB,2022,Transport eq.,corr_nocft,HIGH + MEDIUM,1
ALB,2022,Transport eq.,corr_nonopenproc,ALL,0.404347826
ALB,2022,Transport eq.,corr_nonopenproc,HIGH,1
ALB,2022,Transport eq.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2022,Transport eq.,corr_contractmod,ALL,0
ALB,2022,Transport eq.,corr_contractmod,HIGH,0
ALB,2022,Transport eq.,corr_contractmod,HIGH + MEDIUM,0
ALB,2022,Transport eq.,corr_tax_haven,ALL,0
ALB,2022,Transport eq.,corr_tax_haven,HIGH,0
ALB,2022,Transport eq.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2020,Business srv.,corr_singleb,ALL,0.739263804
ALB,2020,Business srv.,corr_singleb,HIGH,1
ALB,2020,Business srv.,corr_singleb,HIGH + MEDIUM,1
ALB,2020,Business srv.,corr_nocft,ALL,0.739263804
ALB,2020,Business srv.,corr_nocft,HIGH,1
ALB,2020,Business srv.,corr_nocft,HIGH + MEDIUM,1
ALB,2020,Business srv.,corr_nonopenproc,ALL,1
ALB,2020,Business srv.,corr_nonopenproc,HIGH,1
ALB,2020,Business srv.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2020,Business srv.,corr_contractmod,ALL,0
ALB,2020,Business srv.,corr_contractmod,HIGH,0
ALB,2020,Business srv.,corr_contractmod,HIGH + MEDIUM,0
ALB,2020,Business srv.,corr_tax_haven,ALL,0
ALB,2020,Business srv.,corr_tax_haven,HIGH,0
ALB,2020,Business srv.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2020,Constr. work,corr_singleb,ALL,0.818996416
ALB,2020,Constr. work,corr_singleb,HIGH,0.985294118
ALB,2020,Constr. work,corr_singleb,HIGH + MEDIUM,0.987301587
ALB,2020,Constr. work,corr_nocft,ALL,0.818996416
ALB,2020,Constr. work,corr_nocft,HIGH,0.985294118
ALB,2020,Constr. work,corr_nocft,HIGH + MEDIUM,0.987301587
ALB,2020,Constr. work,corr_nonopenproc,ALL,1
ALB,2020,Constr. work,corr_nonopenproc,HIGH,1
ALB,2020,Constr. work,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2020,Constr. work,corr_contractmod,ALL,0
ALB,2020,Constr. work,corr_contractmod,HIGH,0
ALB,2020,Constr. work,corr_contractmod,HIGH + MEDIUM,0
ALB,2020,Constr. work,corr_tax_haven,ALL,0
ALB,2020,Constr. work,corr_tax_haven,HIGH,0
ALB,2020,Constr. work,corr_tax_haven,HIGH + MEDIUM,0
ALB,2020,Electrical eq.,corr_singleb,ALL,0.805776892
ALB,2020,Electrical eq.,corr_singleb,HIGH,1
ALB,2020,Electrical eq.,corr_singleb,HIGH + MEDIUM,1
ALB,2020,Electrical eq.,corr_nocft,ALL,0.805776892
ALB,2020,Electrical eq.,corr_nocft,HIGH,1
ALB,2020,Electrical eq.,corr_nocft,HIGH + MEDIUM,1
ALB,2020,Electrical eq.,corr_nonopenproc,ALL,1
ALB,2020,Electrical eq.,corr_nonopenproc,HIGH,1
ALB,2020,Electrical eq.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2020,Electrical eq.,corr_contractmod,ALL,0
ALB,2020,Electrical eq.,corr_contractmod,HIGH,0
ALB,2020,Electrical eq.,corr_contractmod,HIGH + MEDIUM,0
ALB,2020,Electrical eq.,corr_tax_haven,ALL,0
ALB,2020,Electrical eq.,corr_tax_haven,HIGH,0
ALB,2020,Electrical eq.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2020,Office supplies,corr_singleb,ALL,0.809642147
ALB,2020,Office supplies,corr_singleb,HIGH,
ALB,2020,Office supplies,corr_singleb,HIGH + MEDIUM,1
ALB,2020,Office supplies,corr_nocft,ALL,0.809642147
ALB,2020,Office supplies,corr_nocft,HIGH,
ALB,2020,Office supplies,corr_nocft,HIGH + MEDIUM,1
ALB,2020,Office supplies,corr_nonopenproc,ALL,1
ALB,2020,Office supplies,corr_nonopenproc,HIGH,
ALB,2020,Office supplies,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2020,Office supplies,corr_contractmod,ALL,0
ALB,2020,Office supplies,corr_contractmod,HIGH,
ALB,2020,Office supplies,corr_contractmod,HIGH + MEDIUM,0
ALB,2020,Office supplies,corr_tax_haven,ALL,0
ALB,2020,Office supplies,corr_tax_haven,HIGH,
ALB,2020,Office supplies,corr_tax_haven,HIGH + MEDIUM,0
ALB,2020,Medical equip.,corr_singleb,ALL,0.519800609
ALB,2020,Medical equip.,corr_singleb,HIGH,1
ALB,2020,Medical equip.,corr_singleb,HIGH + MEDIUM,0.864864865
ALB,2020,Medical equip.,corr_nocft,ALL,0.519800609
ALB,2020,Medical equip.,corr_nocft,HIGH,1
ALB,2020,Medical equip.,corr_nocft,HIGH + MEDIUM,0.864864865
ALB,2020,Medical equip.,corr_nonopenproc,ALL,1
ALB,2020,Medical equip.,corr_nonopenproc,HIGH,1
ALB,2020,Medical equip.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2020,Medical equip.,corr_contractmod,ALL,0
ALB,2020,Medical equip.,corr_contractmod,HIGH,0
ALB,2020,Medical equip.,corr_contractmod,HIGH + MEDIUM,0
ALB,2020,Medical equip.,corr_tax_haven,ALL,0
ALB,2020,Medical equip.,corr_tax_haven,HIGH,0
ALB,2020,Medical equip.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2020,Energy,corr_singleb,ALL,0.737830914
ALB,2020,Energy,corr_singleb,HIGH,
ALB,2020,Energy,corr_singleb,HIGH + MEDIUM,1
ALB,2020,Energy,corr_nocft,ALL,0.737830914
ALB,2020,Energy,corr_nocft,HIGH,
ALB,2020,Energy,corr_nocft,HIGH + MEDIUM,1
ALB,2020,Energy,corr_nonopenproc,ALL,1
ALB,2020,Energy,corr_nonopenproc,HIGH,
ALB,2020,Energy,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2020,Energy,corr_contractmod,ALL,0
ALB,2020,Energy,corr_contractmod,HIGH,
ALB,2020,Energy,corr_contractmod,HIGH + MEDIUM,0
ALB,2020,Energy,corr_tax_haven,ALL,0
ALB,2020,Energy,corr_tax_haven,HIGH,
ALB,2020,Energy,corr_tax_haven,HIGH + MEDIUM,0
ALB,2020,Constr. materials,corr_singleb,ALL,0.810656518
ALB,2020,Constr. materials,corr_singleb,HIGH,1
ALB,2020,Constr. materials,corr_singleb,HIGH + MEDIUM,1
ALB,2020,Constr. materials,corr_nocft,ALL,0.810656518
ALB,2020,Constr. materials,corr_nocft,HIGH,1
ALB,2020,Constr. materials,corr_nocft,HIGH + MEDIUM,1
ALB,2020,Constr. materials,corr_nonopenproc,ALL,1
ALB,2020,Constr. materials,corr_nonopenproc,HIGH,1
ALB,2020,Constr. materials,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2020,Constr. materials,corr_contractmod,ALL,0
ALB,2020,Constr. materials,corr_contractmod,HIGH,0
ALB,2020,Constr. materials,corr_contractmod,HIGH + MEDIUM,0
ALB,2020,Constr. materials,corr_tax_haven,ALL,0
ALB,2020,Constr. materials,corr_tax_haven,HIGH,0
ALB,2020,Constr. materials,corr_tax_haven,HIGH + MEDIUM,0
ALB,2020,Security eq.,corr_singleb,ALL,0.82967033
ALB,2020,Security eq.,corr_singleb,HIGH,1
ALB,2020,Security eq.,corr_singleb,HIGH + MEDIUM,1
ALB,2020,Security eq.,corr_nocft,ALL,0.82967033
ALB,2020,Security eq.,corr_nocft,HIGH,1
ALB,2020,Security eq.,corr_nocft,HIGH + MEDIUM,1
ALB,2020,Security eq.,corr_nonopenproc,ALL,1
ALB,2020,Security eq.,corr_nonopenproc,HIGH,1
ALB,2020,Security eq.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2020,Security eq.,corr_contractmod,ALL,0
ALB,2020,Security eq.,corr_contractmod,HIGH,0
ALB,2020,Security eq.,corr_contractmod,HIGH + MEDIUM,0
ALB,2020,Security eq.,corr_tax_haven,ALL,0
ALB,2020,Security eq.,corr_tax_haven,HIGH,0
ALB,2020,Security eq.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2020,Transport eq.,corr_singleb,ALL,0.794930876
ALB,2020,Transport eq.,corr_singleb,HIGH,
ALB,2020,Transport eq.,corr_singleb,HIGH + MEDIUM,0.9375
ALB,2020,Transport eq.,corr_nocft,ALL,0.794930876
ALB,2020,Transport eq.,corr_nocft,HIGH,
ALB,2020,Transport eq.,corr_nocft,HIGH + MEDIUM,0.9375
ALB,2020,Transport eq.,corr_nonopenproc,ALL,0.683563748
ALB,2020,Transport eq.,corr_nonopenproc,HIGH,
ALB,2020,Transport eq.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2020,Transport eq.,corr_contractmod,ALL,0
ALB,2020,Transport eq.,corr_contractmod,HIGH,
ALB,2020,Transport eq.,corr_contractmod,HIGH + MEDIUM,0
ALB,2020,Transport eq.,corr_tax_haven,ALL,0
ALB,2020,Transport eq.,corr_tax_haven,HIGH,
ALB,2020,Transport eq.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2020,Community srv.,corr_singleb,ALL,0.777335984
ALB,2020,Community srv.,corr_singleb,HIGH,
ALB,2020,Community srv.,corr_singleb,HIGH + MEDIUM,0.971428571
ALB,2020,Community srv.,corr_nocft,ALL,0.777335984
ALB,2020,Community srv.,corr_nocft,HIGH,
ALB,2020,Community srv.,corr_nocft,HIGH + MEDIUM,0.971428571
ALB,2020,Community srv.,corr_nonopenproc,ALL,1
ALB,2020,Community srv.,corr_nonopenproc,HIGH,
ALB,2020,Community srv.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2020,Community srv.,corr_contractmod,ALL,0
ALB,2020,Community srv.,corr_contractmod,HIGH,
ALB,2020,Community srv.,corr_contractmod,HIGH + MEDIUM,0
ALB,2020,Community srv.,corr_tax_haven,ALL,0
ALB,2020,Community srv.,corr_tax_haven,HIGH,
ALB,2020,Community srv.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2022,Security eq.,corr_singleb,ALL,0.726962457
ALB,2022,Security eq.,corr_singleb,HIGH,1
ALB,2022,Security eq.,corr_singleb,HIGH + MEDIUM,1
ALB,2022,Security eq.,corr_nocft,ALL,0.726962457
ALB,2022,Security eq.,corr_nocft,HIGH,1
ALB,2022,Security eq.,corr_nocft,HIGH + MEDIUM,1
ALB,2022,Security eq.,corr_nonopenproc,ALL,1
ALB,2022,Security eq.,corr_nonopenproc,HIGH,1
ALB,2022,Security eq.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2022,Security eq.,corr_contractmod,ALL,0
ALB,2022,Security eq.,corr_contractmod,HIGH,0
ALB,2022,Security eq.,corr_contractmod,HIGH + MEDIUM,0
ALB,2022,Security eq.,corr_tax_haven,ALL,0
ALB,2022,Security eq.,corr_tax_haven,HIGH,0
ALB,2022,Security eq.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2022,Constr. materials,corr_singleb,ALL,0.748459959
ALB,2022,Constr. materials,corr_singleb,HIGH,
ALB,2022,Constr. materials,corr_singleb,HIGH + MEDIUM,1
ALB,2022,Constr. materials,corr_nocft,ALL,0.748459959
ALB,2022,Constr. materials,corr_nocft,HIGH,
ALB,2022,Constr. materials,corr_nocft,HIGH + MEDIUM,1
ALB,2022,Constr. materials,corr_nonopenproc,ALL,1
ALB,2022,Constr. materials,corr_nonopenproc,HIGH,
ALB,2022,Constr. materials,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2022,Constr. materials,corr_contractmod,ALL,0
ALB,2022,Constr. materials,corr_contractmod,HIGH,
ALB,2022,Constr. materials,corr_contractmod,HIGH + MEDIUM,0
ALB,2022,Constr. materials,corr_tax_haven,ALL,0
ALB,2022,Constr. materials,corr_tax_haven,HIGH,
ALB,2022,Constr. materials,corr_tax_haven,HIGH + MEDIUM,0
ALB,2022,Community srv.,corr_singleb,ALL,0.799614644
ALB,2022,Community srv.,corr_singleb,HIGH,
ALB,2022,Community srv.,corr_singleb,HIGH + MEDIUM,1
ALB,2022,Community srv.,corr_nocft,ALL,0.799614644
ALB,2022,Community srv.,corr_nocft,HIGH,
ALB,2022,Community srv.,corr_nocft,HIGH + MEDIUM,1
ALB,2022,Community srv.,corr_nonopenproc,ALL,1
ALB,2022,Community srv.,corr_nonopenproc,HIGH,
ALB,2022,Community srv.,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2022,Community srv.,corr_contractmod,ALL,0
ALB,2022,Community srv.,corr_contractmod,HIGH,
ALB,2022,Community srv.,corr_contractmod,HIGH + MEDIUM,0
ALB,2022,Community srv.,corr_tax_haven,ALL,0
ALB,2022,Community srv.,corr_tax_haven,HIGH,
ALB,2022,Community srv.,corr_tax_haven,HIGH + MEDIUM,0
ALB,2022,Energy,corr_singleb,ALL,0.573863636
ALB,2022,Energy,corr_singleb,HIGH,
ALB,2022,Energy,corr_singleb,HIGH + MEDIUM,1
ALB,2022,Energy,corr_nocft,ALL,0.573863636
ALB,2022,Energy,corr_nocft,HIGH,
ALB,2022,Energy,corr_nocft,HIGH + MEDIUM,1
ALB,2022,Energy,corr_nonopenproc,ALL,1
ALB,2022,Energy,corr_nonopenproc,HIGH,
ALB,2022,Energy,corr_nonopenproc,HIGH + MEDIUM,1
ALB,2022,Energy,corr_contractmod,ALL,0
ALB,2022,Energy,corr_contractmod,HIGH,
ALB,2022,Energy,corr_contractmod,HIGH + MEDIUM,0
ALB,2022,Energy,corr_tax_haven,ALL,0
ALB,2022,Energy,corr_tax_haven,HIGH,
