ISO3_code,Name of Indicator,Year,IndicatorType,Sub indicator,Ranking,Score,Sub-componentValue,Organization
ECU,World Governance Indicator,2023,Sub_components,Control of Corruption,,,-0.647337437,World Bank
ECU,World Governance Indicator,2023,Sub_components,Government Effectiveness,,,-0.494244993,World Bank
ECU,World Governance Indicator,2023,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.338139981,World Bank
ECU,World Governance Indicator,2023,Sub_components,Regulatory Quality,,,-0.718200982,World Bank
ECU,World Governance Indicator,2023,Sub_components,Rule of Law,,,-0.957790792,World Bank
ECU,World Governance Indicator,2023,Sub_components,Voice and Accountability,,,-0.061911304,World Bank
ESP,Chandler Good Government Index,2021,Ranking,,427/600,,,Chandler Institute of Governance
ESP,Chandler Good Government Index,2022,Ranking,,437/600,,,Chandler Institute of Governance
ESP,Chandler Good Government Index,2023,Ranking,,442/600,,,Chandler Institute of Governance
ESP,Chandler Good Government Index,2024,Ranking,,437/600,,,Chandler Institute of Governance
ESP,Chandler Good Government Index,2025,Ranking,,427/600,,,Chandler Institute of Governance
ESP,Corruption Perception Index (CPI),2016,Ranking,,41/176,,,Transparency International
ESP,Corruption Perception Index (CPI),2017,Ranking,,42/180,,,Transparency International
ESP,Corruption Perception Index (CPI),2018,Ranking,,41/180,,,Transparency International
ESP,Corruption Perception Index (CPI),2019,Ranking,,30/180,,,Transparency International
ESP,Corruption Perception Index (CPI),2020,Ranking,,32/179,,,Transparency International
ESP,Corruption Perception Index (CPI),2022,Ranking,,35/180,,,Transparency International
ESP,Corruption Perception Index (CPI),2023,Ranking,,36/180,,,Transparency International
ESP,Corruption Perception Index (CPI),2024,Ranking,,46/180,,,Transparency International
ESP,World Governance Indicator,1996,Sub_components,Control of Corruption,,,1.129211187,World Bank
ESP,World Governance Indicator,1996,Sub_components,Government Effectiveness,,,1.620027184,World Bank
ESP,World Governance Indicator,1996,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.17475751,World Bank
ESP,World Governance Indicator,1996,Sub_components,Regulatory Quality,,,1.184066415,World Bank
ESP,World Governance Indicator,1996,Sub_components,Rule of Law,,,1.435085535,World Bank
ESP,World Governance Indicator,1996,Sub_components,Voice and Accountability,,,1.319526911,World Bank
ESP,World Governance Indicator,1998,Sub_components,Control of Corruption,,,1.355995536,World Bank
ESP,World Governance Indicator,1998,Sub_components,Government Effectiveness,,,1.597302556,World Bank
ESP,World Governance Indicator,1998,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.132018834,World Bank
ESP,World Governance Indicator,1998,Sub_components,Regulatory Quality,,,1.196217299,World Bank
ESP,World Governance Indicator,1998,Sub_components,Rule of Law,,,1.30619204,World Bank
ESP,World Governance Indicator,1998,Sub_components,Voice and Accountability,,,1.299594522,World Bank
ESP,World Governance Indicator,2000,Sub_components,Control of Corruption,,,1.328282833,World Bank
ESP,World Governance Indicator,2000,Sub_components,Government Effectiveness,,,1.685757279,World Bank
ESP,World Governance Indicator,2000,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.459468246,World Bank
ESP,World Governance Indicator,2000,Sub_components,Regulatory Quality,,,1.238091946,World Bank
ESP,World Governance Indicator,2000,Sub_components,Rule of Law,,,1.407501459,World Bank
ESP,World Governance Indicator,2000,Sub_components,Voice and Accountability,,,1.277019858,World Bank
ESP,World Governance Indicator,2002,Sub_components,Control of Corruption,,,1.316825151,World Bank
ESP,World Governance Indicator,2002,Sub_components,Government Effectiveness,,,1.786120415,World Bank
ESP,World Governance Indicator,2002,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.438226074,World Bank
ESP,World Governance Indicator,2002,Sub_components,Regulatory Quality,,,1.329032183,World Bank
ESP,World Governance Indicator,2002,Sub_components,Rule of Law,,,1.228931546,World Bank
ESP,World Governance Indicator,2002,Sub_components,Voice and Accountability,,,1.27498734,World Bank
ESP,World Governance Indicator,2003,Sub_components,Control of Corruption,,,1.348911166,World Bank
ESP,World Governance Indicator,2003,Sub_components,Government Effectiveness,,,1.816807151,World Bank
ESP,World Governance Indicator,2003,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.047485888,World Bank
ESP,World Governance Indicator,2003,Sub_components,Regulatory Quality,,,1.304303527,World Bank
ESP,World Governance Indicator,2003,Sub_components,Rule of Law,,,1.247760773,World Bank
ESP,World Governance Indicator,2003,Sub_components,Voice and Accountability,,,1.27055943,World Bank
ESP,World Governance Indicator,2004,Sub_components,Control of Corruption,,,1.337189078,World Bank
ESP,World Governance Indicator,2004,Sub_components,Government Effectiveness,,,1.33226645,World Bank
ESP,World Governance Indicator,2004,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.090546302,World Bank
ESP,World Governance Indicator,2004,Sub_components,Regulatory Quality,,,1.306747794,World Bank
ESP,World Governance Indicator,2004,Sub_components,Rule of Law,,,1.128972054,World Bank
ESP,World Governance Indicator,2004,Sub_components,Voice and Accountability,,,1.323611856,World Bank
ESP,World Governance Indicator,2005,Sub_components,Control of Corruption,,,1.327615857,World Bank
ESP,World Governance Indicator,2005,Sub_components,Government Effectiveness,,,1.501574278,World Bank
ESP,World Governance Indicator,2005,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.193026617,World Bank
ESP,World Governance Indicator,2005,Sub_components,Regulatory Quality,,,1.30437541,World Bank
ESP,World Governance Indicator,2005,Sub_components,Rule of Law,,,1.117549539,World Bank
ESP,World Governance Indicator,2005,Sub_components,Voice and Accountability,,,1.1314044,World Bank
ESP,World Governance Indicator,2006,Sub_components,Control of Corruption,,,1.177665472,World Bank
ESP,World Governance Indicator,2006,Sub_components,Government Effectiveness,,,0.83016777,World Bank
ESP,World Governance Indicator,2006,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.150648654,World Bank
ESP,World Governance Indicator,2006,Sub_components,Regulatory Quality,,,1.176645756,World Bank
ESP,World Governance Indicator,2006,Sub_components,Rule of Law,,,1.119876862,World Bank
ESP,World Governance Indicator,2006,Sub_components,Voice and Accountability,,,1.07872498,World Bank
ESP,World Governance Indicator,2007,Sub_components,Control of Corruption,,,1.079032421,World Bank
ESP,World Governance Indicator,2007,Sub_components,Government Effectiveness,,,0.987038195,World Bank
ESP,World Governance Indicator,2007,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.27673164,World Bank
ESP,World Governance Indicator,2007,Sub_components,Regulatory Quality,,,1.215253234,World Bank
ESP,World Governance Indicator,2007,Sub_components,Rule of Law,,,1.153809786,World Bank
ESP,World Governance Indicator,2007,Sub_components,Voice and Accountability,,,1.123086691,World Bank
ESP,World Governance Indicator,2008,Sub_components,Control of Corruption,,,1.178771973,World Bank
ESP,World Governance Indicator,2008,Sub_components,Government Effectiveness,,,0.912503183,World Bank
ESP,World Governance Indicator,2008,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.383085459,World Bank
ESP,World Governance Indicator,2008,Sub_components,Regulatory Quality,,,1.254889965,World Bank
ESP,World Governance Indicator,2008,Sub_components,Rule of Law,,,1.183748126,World Bank
ESP,World Governance Indicator,2008,Sub_components,Voice and Accountability,,,1.185325623,World Bank
ESP,World Governance Indicator,2009,Sub_components,Control of Corruption,,,1.054948092,World Bank
ESP,World Governance Indicator,2009,Sub_components,Government Effectiveness,,,0.941682339,World Bank
ESP,World Governance Indicator,2009,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.47459957,World Bank
ESP,World Governance Indicator,2009,Sub_components,Regulatory Quality,,,1.187052488,World Bank
ESP,World Governance Indicator,2009,Sub_components,Rule of Law,,,1.156002283,World Bank
ESP,World Governance Indicator,2009,Sub_components,Voice and Accountability,,,1.176986217,World Bank
ESP,World Governance Indicator,2010,Sub_components,Control of Corruption,,,1.160037041,World Bank
ESP,World Governance Indicator,2010,Sub_components,Government Effectiveness,,,0.94297415,World Bank
ESP,World Governance Indicator,2010,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.318043739,World Bank
ESP,World Governance Indicator,2010,Sub_components,Regulatory Quality,,,1.15819037,World Bank
ESP,World Governance Indicator,2010,Sub_components,Rule of Law,,,1.156788111,World Bank
ESP,World Governance Indicator,2010,Sub_components,Voice and Accountability,,,1.122542858,World Bank
ESP,World Governance Indicator,2011,Sub_components,Control of Corruption,,,1.163212419,World Bank
ESP,World Governance Indicator,2011,Sub_components,Government Effectiveness,,,0.9724015,World Bank
ESP,World Governance Indicator,2011,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.021104537,World Bank
ESP,World Governance Indicator,2011,Sub_components,Regulatory Quality,,,1.060738206,World Bank
ESP,World Governance Indicator,2011,Sub_components,Rule of Law,,,1.1693784,World Bank
ESP,World Governance Indicator,2011,Sub_components,Voice and Accountability,,,1.085865974,World Bank
ESP,World Governance Indicator,2012,Sub_components,Control of Corruption,,,1.170406342,World Bank
ESP,World Governance Indicator,2012,Sub_components,Government Effectiveness,,,1.057162166,World Bank
ESP,World Governance Indicator,2012,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.029516449,World Bank
ESP,World Governance Indicator,2012,Sub_components,Regulatory Quality,,,0.947154939,World Bank
ESP,World Governance Indicator,2012,Sub_components,Rule of Law,,,1.037798285,World Bank
ESP,World Governance Indicator,2012,Sub_components,Voice and Accountability,,,1.064178824,World Bank
ESP,World Governance Indicator,2013,Sub_components,Control of Corruption,,,0.926990271,World Bank
ESP,World Governance Indicator,2013,Sub_components,Government Effectiveness,,,1.167685986,World Bank
ESP,World Governance Indicator,2013,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.012017759,World Bank
ESP,World Governance Indicator,2013,Sub_components,Regulatory Quality,,,0.932680726,World Bank
ESP,World Governance Indicator,2013,Sub_components,Rule of Law,,,1.025371671,World Bank
ESP,World Governance Indicator,2013,Sub_components,Voice and Accountability,,,0.988832355,World Bank
ESP,World Governance Indicator,2014,Sub_components,Control of Corruption,,,0.689240038,World Bank
ESP,World Governance Indicator,2014,Sub_components,Government Effectiveness,,,1.173297644,World Bank
ESP,World Governance Indicator,2014,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.243121743,World Bank
ESP,World Governance Indicator,2014,Sub_components,Regulatory Quality,,,0.74645406,World Bank
ESP,World Governance Indicator,2014,Sub_components,Rule of Law,,,0.966455936,World Bank
ESP,World Governance Indicator,2014,Sub_components,Voice and Accountability,,,0.993711829,World Bank
ESP,World Governance Indicator,2015,Sub_components,Control of Corruption,,,0.63098675,World Bank
ESP,World Governance Indicator,2015,Sub_components,Government Effectiveness,,,1.157250285,World Bank
ESP,World Governance Indicator,2015,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.241160139,World Bank
ESP,World Governance Indicator,2015,Sub_components,Regulatory Quality,,,0.791497886,World Bank
ESP,World Governance Indicator,2015,Sub_components,Rule of Law,,,0.886066854,World Bank
ESP,World Governance Indicator,2015,Sub_components,Voice and Accountability,,,1.044870377,World Bank
ESP,World Governance Indicator,2016,Sub_components,Control of Corruption,,,0.569826066,World Bank
ESP,World Governance Indicator,2016,Sub_components,Government Effectiveness,,,1.094865799,World Bank
ESP,World Governance Indicator,2016,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.402214497,World Bank
ESP,World Governance Indicator,2016,Sub_components,Regulatory Quality,,,0.996483803,World Bank
ESP,World Governance Indicator,2016,Sub_components,Rule of Law,,,0.965352893,World Bank
ESP,World Governance Indicator,2016,Sub_components,Voice and Accountability,,,1.041600347,World Bank
ESP,World Governance Indicator,2017,Sub_components,Control of Corruption,,,0.510279894,World Bank
ESP,World Governance Indicator,2017,Sub_components,Government Effectiveness,,,1.001258492,World Bank
ESP,World Governance Indicator,2017,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.27084595,World Bank
ESP,World Governance Indicator,2017,Sub_components,Regulatory Quality,,,0.930761218,World Bank
ESP,World Governance Indicator,2017,Sub_components,Rule of Law,,,1.024353862,World Bank
ESP,World Governance Indicator,2017,Sub_components,Voice and Accountability,,,1.021500945,World Bank
ESP,World Governance Indicator,2018,Sub_components,Control of Corruption,,,0.612778783,World Bank
ESP,World Governance Indicator,2018,Sub_components,Government Effectiveness,,,0.96924603,World Bank
ESP,World Governance Indicator,2018,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.275906235,World Bank
ESP,World Governance Indicator,2018,Sub_components,Regulatory Quality,,,0.938154161,World Bank
ESP,World Governance Indicator,2018,Sub_components,Rule of Law,,,0.978094101,World Bank
ESP,World Governance Indicator,2018,Sub_components,Voice and Accountability,,,1.029632807,World Bank
