ISO3_Code,Country,Name of survey,Year,Link
DNK,Denmark,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
DOM,Dominican Republic,GLOBAL CORRUPTION BAROMETER LATIN AMERICA & THE CARIBBEAN 2019: Citizen's Views and Experiences of Corruption,2019,https://files.transparencycdn.org/images/2019_GCB_LatinAmerica_Caribbean_Full_Report_200409_091428.pdf
DOM,Dominican Republic,A Collective Action Approach Against Corruption: The Case of Dominican Republic,2015,https://openknowledge.worldbank.org/server/api/core/bitstreams/d64edcb2-d8f4-5360-9412-b9e60943db37/content
DOM,Dominican Republic ,Latin America Anti corruption Assessment,2021-2022,https://www.vancecenter.org/wp-content/uploads/2022/03/Latin-America-Anti-corruption-Assessment-2021-2022.pdf
DOM,Dominican Republic ,PEOPLE AND CORRUPTION: LATIN AMERICA AND THE CARIBBEAN,2017,https://files.transparencycdn.org/images/2017_GCB_AME_EN.pdf
ECU,Ecuador,Public Integrity in Ecuador: TOWARDS A NATIONAL INTEGRITY SYSTEM,2021,https://www.oecd.org/content/dam/oecd/en/publications/reports/2021/11/public-integrity-in-ecuador_c9507e76/9623672c-en.pdf
ECU,Ecuador ,Latin America Anti corruption Assessment,2021-2022,https://www.vancecenter.org/wp-content/uploads/2022/03/Latin-America-Anti-corruption-Assessment-2021-2022.pdf
ECU,Ecuador ,PEOPLE AND CORRUPTION: LATIN AMERICA AND THE CARIBBEAN,2017,https://files.transparencycdn.org/images/2017_GCB_AME_EN.pdf
EST,Estonia,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
EST,Estonia,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99723
EST,Estonia,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91801
EST,Estonia,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91224
EST,Estonia,CORRUPTION IN ESTONIA 2023,2023,https://www.korruptsioon.ee/sites/default/files/2024-02/Korruptsioon%20Eestis%202023_aruanne_0.pdf
EST,Estonia,Survey brief,2023,https://www.korruptsioon.ee/sites/default/files/2023-04/survey_summary_in_english.pdf
EST,Estonia,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
EST,Estonia,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87731
EST,Estonia,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
EST,Estonia,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72941
EST,Estonia,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71830
EST,Estonia,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63948
EST,Estonia,Implementing the OECD Anti-Bribery Convention Phase 2 Follow-up Report,2016,https://www.oecd.org/content/dam/oecd/en/publications/reports/2016/03/implementing-the-oecd-anti-bribery-convention-phase-3-follow-up-report-estonia_76e85488/eacd78de-en.pdf
EST,Estonia,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52619
EST,Estonia,ESTONIA to the EU Anti-Corruption Report,2014,https://www.parlament.gv.at/dokument/XXV/EU/10945/imfname_10436405.pdf
EST,Estonia,Implementing the OECD Anti-Bribery Convention Phase 3 Report,2014,https://www.oecd.org/content/dam/oecd/en/publications/reports/2014/08/implementing-the-oecd-anti-bribery-convention-phase-3-report-estonia_b97f2a67/ca713b87-en.pdf
EST,Estonia,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
EST,Estonia,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43903
EST,Estonia,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
EST,Estonia,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
FIN,Finland,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
FIN,Finland,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99724
FIN,Finland,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91802
FIN,Finland,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91225
FIN,Finland,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
FIN,Finland,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87732
FIN,Finland,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
FIN,Finland,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72942
FIN,Finland,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71831
FIN,Finland,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63949
FIN,Finland,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52620
FIN,Finland,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
FIN,Finland,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43904
FIN,Finland,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
FIN,Finland,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
FRA,France,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
FRA,France,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99725
FRA,France,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91803
FRA,France,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91226
FRA,France,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
FRA,France,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87733
FRA,France,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
FRA,France,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72943
FRA,France,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71832
FRA,France,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
FRA,France,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63950
FRA,France,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52621
FRA,France,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
FRA,France,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43905
FRA,France,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
FRA,France,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
GEO,Georgia,Anti Corruption Reforms in Georgia - 5TH ROUND OF MONITORING OF THE ISTANBUL ANTI-CORRUPTION ACTION PLAN,2022,https://www.oecd.org/content/dam/oecd/en/publications/reports/2022/05/anti-corruption-reforms-in-georgia_3606e61d/d709c349-en.pdf
GEO,Georgia,Business Integrity in Georgia - Operational Environment and Internal Mechanisms,2021,https://transparency.ge/sites/default/files/bica_report_en.pdf
GEO,Georgia,Overview of Corruption and Anti Corruption in Georgia,2013,https://knowledgehub.transparency.org/assets/uploads/helpdesk/Overview_of_corruption_in_Georgia.pdf
GEO,Georgia,National Integrity System Assessment,2011,https://images.transparencycdn.org/images/2011_GeorgiaNIS_EN.pdf
GEO,Georgia,Perceptions of Corruption in Georgia - General Public Survey,2009,https://rm.coe.int/16806ed5af
DEU,Germany,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
DEU,Germany,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99726
DEU,Germany,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91804
DEU,Germany,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91227
DEU,Germany,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
DEU,Germany,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87734
DEU,Germany,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
DEU,Germany,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72944
DEU,Germany,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71833
DEU,Germany,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
DEU,Germany,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63951
DEU,Germany,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52622
DEU,Germany,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
DEU,Germany,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43906
DEU,Germany,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
DEU,Germany,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
GHA,Ghana,Ghana Anti-Corruption Coalition - State of Corruption,2024,https://gaccgh.org/wp-content/uploads/2025/07/GACC-State-of-Corruption-Report-2024.pdf
GHA,Ghana,Ghana Anti-Corruption Coalition Corruption Report 2023,2023,https://gaccgh.org/wp-content/uploads/2024/01/GACC_Report_Jan_23-1.pdf
GHA,Ghana,CORRUPTION IN GHANA - People’s Experiences and Views,2022,https://www.unodc.org/documents/corruption/Publications/2022/GHANA_-_Corruption_survey_report_-_20.07.2022.pdf
GHA,Ghana,Overview of Corruption in Ghana,2014,"https://knowledgehub.transparency.org/assets/uploads/helpdesk/Country_profile_Ghana_2014.pdf#:~:text=According%20to%20the%20Voice%20of%20the%20People,police%20obtained%20an%20aggregated%20score%20of%204.6."
GHA,Ghana,Overview of Corruption and Anti-Corruption in Ghana,2010,https://www.u4.no/publications/overview-of-corruption-and-anti-corruption-in-ghana.pdf
GRC,Greece,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
GRC,Greece,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99727
GRC,Greece,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91805
GRC,Greece,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91228
GRC,Greece,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
GRC,Greece,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87735
GRC,Greece,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
GRC,Greece,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72945
GRC,Greece,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71834
GRC,Greece,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
GRC,Greece,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63952
GRC,Greece,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52623
GRC,Greece,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
GRC,Greece,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43907
GRC,Greece,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
GRC,Greece,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
HKG,Hong Kong SAR,Combating Corruption: The Hong Kong Experience,2014,https://www.tsinghuachinalawreview.law.tsinghua.edu.cn/UploadFiles/2022-11-17/dv6gyayaqfc6mhfg.pdf?NC4gVENMUl8wNjAyX0hVSS5wZGY=
HUN,Hungary,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
HUN,Hungary,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99728
HUN,Hungary,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91806
HUN,Hungary,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91229
HUN,Hungary,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
HUN,Hungary,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87736
HUN,Hungary,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
HUN,Hungary,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72946
HUN,Hungary,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71835
HUN,Hungary,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
HUN,Hungary,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63953
HUN,Hungary,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52624
HUN,Hungary,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
HUN,Hungary,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43908
HUN,Hungary,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
HUN,Hungary,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
IND,India,India Corruption Survey ,2019,http://qa-resources.localcircles.com/img/press/india-corruption-survey-2019-press-release.pdf
IDN,Indonesia,Report on 2023 Corruption Trends Monitoring Results,2023,https://antikorupsi.org/sites/default/files/dokumen/Report%20on%202023%20Corruption%20Trends%20Monitoring%20Result_0.pdf
IDN,Indonesia,COUNTRY INSIGHTS BRIEF INDONESIA,2023,https://www.iaca.int/measuring-corruption/wp-content/uploads/2023/09/GPMC_Indonesia_Insights_Brief_19092023_online.pdf
IDN,Indonesia,A Survey of Business Corruption,2021,https://www.newmandala.org/wp-content/uploads/2021/01/Paying-bribes-in-Indonesia_formatted.pdf
IDN,Indonesia,National Anti-Corruption Survey,2017,https://antikorupsi.org/sites/default/files/dokumen/Temuan%2520Hasil%2520Survey%2520Anti%2520Korupsi%25202017.pdf
IDN,Indonesia,Open Data and the Fight Against Corruption in Indonesia,2017,https://images.transparencycdn.org/images/2017_OpenDataIndonesia_EN.pdf
IDN,Indonesia,Anti-Corruption Behavior Survey,2015,https://www.unodc.org/documents/data-and-analysis/statistics/Activities/corruption-taskforce/ACBI_2015_-_Indonesia.pdf
IRL,Ireland,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
IRL,Ireland,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99729
IRL,Ireland,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91807
IRL,Ireland,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91230
IRL,Ireland,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
IRL,Ireland,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87737
IRL,Ireland,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
IRL,Ireland,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72947
IRL,Ireland,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71836
IRL,Ireland,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
IRL,Ireland,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63954
IRL,Ireland,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52625
IRL,Ireland,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
IRL,Ireland,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43909
IRL,Ireland,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
IRL,Ireland,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
ITA,Italy,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
ITA,Italy,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99730
ITA,Italy,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91808
ITA,Italy,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91231
ITA,Italy,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
ITA,Italy,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87738
ITA,Italy,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
ITA,Italy,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72948
ITA,Italy,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71837
ITA,Italy,CORRUPTION IN ITALY: THE CITIZEN’S POINT OF VIEW ,2017,https://www.istat.it/en/files/2017/10/EN_Corruption_in_Italy.pdf?title=Corruption+in+Italy+-+12+Oct+2017+-+Full+text.pdf
ITA,Italy,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
ITA,Italy,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63955
ITA,Italy,ANTI-CORRUPTION POLICIES SURVEY ,2016,https://lawschoolsgloballeague.com/wp-content/uploads/2024/01/italy-2016.pdf
ITA,Italy,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52626
ITA,Italy,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
ITA,Italy,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43910
ITA,Italy,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
ITA,Italy,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
JOR,Jordan,OECD Integrity Review of Jordan,2024,"https://www.oecd.org/content/dam/oecd/en/publications/reports/2024/12/oecd-integrity-review-of-jordan_090bae39/8110327a-en.pdf#:~:text=These%20challenges%20include%20insufficient%20transparency%20and%20undue,first%20anti%2Dcorruption%20strategy%2C%20covering%20a%20four%2Dyear%20period."
JOR,Jordan,The National Integrity System (NIS),2015,https://images.transparencycdn.org/images/2015_NIS_Jordan_EN.pdf
JOR,Jordan,JORDAN RULE OF LAW AND  ANTI-CORRUPTION ASSESSMENT ,2013,https://democracyinternational.com/media/Jordan%20Rule%20of%20Law%20Anti-Corruption%20Assessment.pdf
KAZ,Kazakhstan,NATIONAL ANTI-CORRUPTION REPORT 2022,2022,https://kafu.edu.kz/wp-content/uploads/2025/07/national-anti-corruption-report-2022.pdf
KAZ,Kazakhstan,REPORT ON THE PREVENTION OF CORRUPTION IN KAZAKHSTAN,2018,https://knowledgehub.transparency.org/assets/uploads/kproducts/REPORT-ON-THE-PREVENTION-OF-CORRUPTION-IN-KAZAKHSTAN.pdf
KAZ,Kazakhstan,Report on the Prevention of Corruption in Kazakhstan,2018,https://knowledgehub.transparency.org/assets/uploads/kproducts/REPORT-ON-THE-PREVENTION-OF-CORRUPTION-IN-KAZAKHSTAN.pdf
KAZ,Kazakhstan,Anti-Corruption Reforms in Kazakhstan Round 4,2017,https://www.oecd.org/content/dam/oecd/en/publications/reports/2017/09/anti-corruption-reforms-in-kazakhstan_c8d68255/f6d3e193-en.pdf
KAZ,Kazakhstan,Anti-Corruption Reforms in Kazakhstan Round 3,2014,https://www.oecd.org/content/dam/oecd/en/publications/reports/2014/10/anti-corruption-reforms-in-kazakhstan_eaf0f128/0b65bace-en.pdf
KEN,Kenya,National Ethics and Corruption Survey,2024,https://eacc.go.ke/en/default/wp-content/uploads/2025/08/NATIONAL-ETHICS-AND-CORRUPTION-SURVEY-2024.pdf
KEN,Kenya,National Ethics and Corruption Survey,2023,https://eacc.go.ke/en/default/wp-content/uploads/2024/03/EACC-NATIONAL-SURVEY-REPORT-2023.pdf
KEN,Kenya,National Ethics and Corruption Survey,2022,https://eacc.go.ke/en/default/wp-content/uploads/2024/04/National-Ethics-and-Corruption-Survey-2022.pdf
KEN,Kenya,National Ethics and Corruption Survey,2021,https://eacc.go.ke/default/wp-content/uploads/2022/12/National-Ethics-and-Corruption-Survey-2021-EACC-30-Dec-2022.pdf
KEN,Kenya,National Ethics and Corruption Survey,2019,https://eacc.go.ke/en/default/wp-content/uploads/2024/04/Public-Officers-Survey-2019-Final.pdf
KEN,Kenya,National Ethics and Corruption Survey,2018,https://eacc.go.ke/default/wp-content/uploads/2019/11/EACC-Ethic-Corruption-Survey-2018.pdf
KEN,Kenya,National Ethics and Corruption Survey,2017,https://eacc.go.ke/default/wp-content/uploads/2018/11/EACC-ETHICS-AND-CORRUPTION-SURVEY-2017.pdf
KEN,Kenya,National Ethics and Corruption Survey,2016,https://eacc.go.ke/default/wp-content/uploads/2018/09/Final_EACC_National_Survey_on_Corruption-2016.pdf
KEN,Kenya,National Ethics and Corruption Survey,2015,https://eacc.go.ke/en/default/wp-content/uploads/2018/09/National-Ethics-and-Corruption-Survey-2015-REPORT-4March2016-1-1.pdf
KEN,Kenya,National Ethics and Corruption Survey,2014,https://eacc.go.ke/default/wp-content/uploads/2018/09/Corruption-Ethics-Survey.pdf
KEN,Kenya,National Ethics and Corruption Survey,2012,https://beta.eacc.go.ke/download/national-survey-corruption-ethics-2012-pdf/?wpdmdl=12400&refresh=68c186cbb55ac1757513419
