ISO3_Code,Country,Name of survey,Year,Link
KEN,Kenya,National Ethics and Corruption Survey,2011,https://eacc.go.ke/default/wp-content/uploads/2018/09/CORRUPTION-PERCEPTION-SURVEY-2011.pdf
KEN,Kenya,National Ethics and Corruption Survey,2010,https://eacc.go.ke/default/wp-content/uploads/2018/09/health-report.pdf
KEN,Kenya,National Ethics and Corruption Survey,2009,https://eacc.go.ke/default/wp-content/uploads/2018/09/Enterprise-survey-2009.pdf
KEN,Kenya,National Ethics and Corruption Survey,2008,https://eacc.go.ke/default/wp-content/uploads/2018/09/Perception-Survey-2008.pdf
LVA,Latvia,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
LVA,Latvia,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99731
LVA,Latvia,Results of public and business surveys,2024,https://www.knab.gov.lv/lv/media/7254/download?attachment
LVA,Latvia,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91809
LVA,Latvia,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91232
LVA,Latvia,Results of public and business surveys,2023,https://www.knab.gov.lv/lv/media/4803/download?attachment
LVA,Latvia,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
LVA,Latvia,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87739
LVA,Latvia,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
LVA,Latvia,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72949
LVA,Latvia,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71838
LVA,Latvia,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
LVA,Latvia,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63956
LVA,Latvia,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52627
LVA,Latvia,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
LVA,Latvia,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43911
LVA,Latvia,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
LVA,Latvia,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
LTU,Lithuania,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
LTU,Lithuania,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99732
LTU,Lithuania,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91810
LTU,Lithuania,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91233
LTU,Lithuania,Survey Map of Corruption in Lithuania,2023,https://stt.lt/data/public/uploads/2024/11/map_of_corruption_in_lithuania_2024.pdf
LTU,Lithuania,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
LTU,Lithuania,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87740
LTU,Lithuania,SPECIAL INVESTIGATION SERVICE  OF THE REPUBLIC OF LITHUANIA,2022,https://www.stt.lt/data/public/uploads/2023/06/stt_ataskaita_2022_en_web.pdf
LTU,Lithuania,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
LTU,Lithuania,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72950
LTU,Lithuania,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71839
LTU,Lithuania,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
LTU,Lithuania,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63957
LTU,Lithuania,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52628
LTU,Lithuania,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
LTU,Lithuania,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43912
LTU,Lithuania,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
LTU,Lithuania,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
LUX,Luxembourg,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
LUX,Luxembourg,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99733
LUX,Luxembourg,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91811
LUX,Luxembourg,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91234
LUX,Luxembourg,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
LUX,Luxembourg,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87741
LUX,Luxembourg,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
LUX,Luxembourg,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72951
LUX,Luxembourg,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71840
LUX,Luxembourg,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
LUX,Luxembourg,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63958
LUX,Luxembourg,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52629
LUX,Luxembourg,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
LUX,Luxembourg,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43913
LUX,Luxembourg,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
LUX,Luxembourg,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
MKD,Macedonia,Corruption Assessment Report in North Macedonia,2023,https://mcms.mk/images/docs/2023/corruption-assessment-report-on-north-macedonia.pdf
MKD,Macedonia,National Integrity System Assessment: North Macedonia,2023,https://transparency.mk/wp-content/uploads/2024/01/national-integrity-system-assessment-2023.pdf
MKD,Macedonia,North Macedonia: Overview of Corruption and ant-Corruption,2022,https://www.u4.no/publications/north-macedonia-overview-of-corruption-and-anti-corruption.pdf
MKD,Macedonia,KEY FINDINGS ANALYSIS FROM PUBLIC OPINION SURVEY ON CORRUPTION AND INTEGRITY PERCEPTION WITHIN THE PROJECT “PROMOTING TRANSPARENCY AND ACCOUNTABILITY IN PUBLIC ADMINISTRATION IN NORTH MACEDONIA” FINANCED BY THE EUROPEAN UNION,2021,https://dksk.mk/wp-content/uploads/2021/09/Report-Integrity-Survey-part-1.pdf
MKD,Macedonia,Fifth Evaluation Round: Preventing corruption and promoting integrity in central governments (top executive functions) and law enforcement agencies,2019,https://rm.coe.int/fifth-evaluation-round-preventing-corruption-and-promoting-integrity-i/168095378c
MKD,Macedonia,Corruption Assessment Report,2014,https://www.merc.org.mk/Files/Write/Documents/01101/en/corruption-assessment-report.pdf
MKD,Macedonia,"BUSINESS, CORRUPTION AND CRIME IN THE FORMER YUGOSLAV REPUBLIC: The Impact of Bribery and Other Crime on Private Enterprise",2013,https://www.unodc.org/documents/data-and-analysis/statistics/corruption/Macedonia_Business_corruption_report_ENG.pdf
MKD,Macedonia,Corruption in the Former Yugoslav Republic of Macedonia,2011,https://www.unodc.org/documents/data-and-analysis/statistics/corruption/Corruption_report_fYR_Macedonia_FINAL_web.pdf
MLT,Malta,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
MLT,Malta,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99734
MLT,Malta,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91812
MLT,Malta,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91235
MLT,Malta,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
MLT,Malta,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87742
MLT,Malta,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
MLT,Malta,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72952
MLT,Malta,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71841
MLT,Malta,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63959
MLT,Malta,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52630
MLT,Malta,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
MLT,Malta,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43914
MLT,Malta,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
MLT,Malta,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
MEX,Mexico,Latin America Anti corruption Assessment,2021-2022,https://www.vancecenter.org/wp-content/uploads/2022/03/Latin-America-Anti-corruption-Assessment-2021-2022.pdf
MEX,Mexico,GLOBAL CORRUPTION BAROMETER LATIN AMERICA & THE CARIBBEAN 2019: Citizen's Views and Experiences of Corruption,2019,https://files.transparencycdn.org/images/2019_GCB_LatinAmerica_Caribbean_Full_Report_200409_091428.pdf
MEX,Mexico,Corrupción en México. Un vistazo estadístico (Corruption in Mexico. A Statistical Overview),2018,https://www.inegi.org.mx/contenidos/inegi/ccu/2018/primera_sesion/presentaciones/corrupcion_en_mexico.pdf
MEX,Mexico,National Survey on Quality and Governmental Impact (ENCIG) 2017,2017,https://www.inegi.org.mx/contenidos/programas/encig/2017/doc/encig2017_son.pdf
MEX,Mexico,PEOPLE AND CORRUPTION: LATIN AMERICA AND THE CARIBBEAN,2017,https://files.transparencycdn.org/images/2017_GCB_AME_EN.pdf
MEX,Mexico,Encuesta Nacional de Corrupción y Buen Gobierno 2003 (National Survey on Corruption and Good Governance 2003),2003,https://www.tm.org.mx/wp-content/uploads/2013/05/Encuesta-Nacional-de-Corrupcion-y-Buen-Gobierno-2003.pdf
MDA,Moldova,ASSESSMENT REPORT OF THE EFFICIENCY OF THE CORRUPTION COMPLAINT MECHANISMS,2022,https://www.capc.md/wp-content/uploads/2022/10/ASSESSMENT-REPORT-OF-THE-EFFICIENCY-OF-THE-CORRUPTION-COMPLAINT-MECHANISMS-IN-THE-PUBLIC-SECTOR-OF-THE-REPUBLIC-OF-MOLDOVA.pdf
MDA,Moldova,Anti-Corruption Reforms in Moldova,2022,https://www.oecd.org/content/dam/oecd/en/publications/reports/2022/05/anti-corruption-reforms-in-moldova_587eace4/9bb0367e-en.pdf
MDA,Moldova,National Integrity and Anti-Corruption Strategy Impact Monitoring survey,2021,"https://files.acquia.undp.org/public/migration/md/Studiu-de-monitorizare-SNIA_Val-3_2021_FINAL_V5_EN.pdf#:~:text=This%20report%20has%20been%20developed%20by%20Centre,by%20the%20Norwegian%20Ministry%20of%20Foreign%20Affairs."
MDA,Moldova,Moldova Anti-Corruption Assessment Final Report,2006,https://www.ifes.org/sites/default/files/migrate/moldovaanti_corr.pdf
MNG,Mongolia,ANTI-СORRUPTION REPORT MONGOLIA H1 2023,2023,https://iaac.mn/files/editor/source/h35.pdf
MNG,Mongolia,ANTI-СORRUPTION REPORT MONGOLIA H1 2022,2022,https://www.global.mn/iaac.mn/files/editor/source/h29.pdf
MNG,Mongolia,"Anti-Corruption Reforms in Mongolia - 4th round of monitoring of the Istanbul Anti-CorruptionAction Plan",2019,https://www.oecd.org/content/dam/oecd/en/publications/reports/2019/01/anti-corruption-reforms-in-mongolia_9352bd31/450db91e-en.pdf
MNG,Mongolia,Anti-Corruption Reforms in Mongolia - Assessment and recommendations  Report,2014,https://www.oecd.org/content/dam/oecd/en/publications/reports/2014/04/anti-corruption-reforms-in-mongolia_01fd6a25/e377de33-en.pdf
MNG,Mongolia,ASSESSMENT OF CORRUPTION IN MONGOLIA: FINAL REPORT,2005,https://forum.mn/uploads/site/1126/res_mat/MongoliaCorruptionAssessmentFinalReportCompleteEN.pdf
NAM,Namibia,National Corruption Perception Survey Report 2016,2016,https://acc.gov.na/documents/31390/31539/National-Corruption-Perception-Survey-Report-2016-Part-01.pdf/4a59006f-f859-11d5-aa06-ed8a69e37fa7
NAM,Namibia,2013 NAMIBIA NATIONAL SURVEY  REPORT ,2013,https://acc.gov.na/documents/31390/31539/namibia-national-survey-report.pdf/b4589ffd-fd6b-940b-1bec-1d5d682b2050
NAM,Namibia,NAMIBIA NATIONAL URBAN CORRUPTION PERCEPTION SURVEY REPORT 2011 ,2011,https://acc.gov.na/documents/31390/31539/20111130-acc-urban-perception-survey-report.pdf/96428148-a61c-0dcc-8c8c-8054d517553f
NAM,Namibia,ONGWEDIVA ANNUAL TRADE FAIR CORRUPTION PERCEPTION SURVEY 2009 ,2009,https://acc.gov.na/documents/31390/31539/ongwediva-survey-report.pdf/3d863fee-b847-0afc-63d5-a03962ff7517
NLD,Netherlands,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
NLD,Netherlands,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99735
NLD,Netherlands,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91813
NLD,Netherlands,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91236
NLD,Netherlands,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
NLD,Netherlands,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87743
NLD,Netherlands,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
NLD,Netherlands,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72953
NLD,Netherlands,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71842
NLD,Netherlands,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
NLD,Netherlands,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63960
NLD,Netherlands,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52631
NLD,Netherlands,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
NLD,Netherlands,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43915
NLD,Netherlands,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
NLD,Netherlands,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
NZL,New Zealand,OECD Anti-Bribery Convention Phase 4 Report on New Zealand,2024,https://www.oecd.org/content/dam/oecd/en/publications/reports/2024/12/oecd-anti-bribery-convention-phase-4-report-on-new-zealand_f2bc28e6/69557c1c-en.pdf
NZL,New Zealand,New Zealand National Integrity System Assessment - 2018 Update,2018,https://images.transparencycdn.org/images/National-Integrity-System-Assessment-2018-update-full-report.pdf
NZL,New Zealand,New Zealand National Integrity System Assessment,2013,https://images.transparencycdn.org/images/2013_NewZealandNIS_EN.pdf
NZL,New Zealand,"Fraud, Bribery and Corruption Survey 2012",2012,https://media.nzherald.co.nz/webcontent/document/pdf/201311/Fraud-Bribery-and-Corruption.pdf
NGA,Nigeria,Corruption in Nigeria: Patterns and Trends - Third survey on corruption as experienced by the population,2024,https://track.unodc.org/uploads/documents/corruption/Publications/2025/UNODC_Corruption_in_Nigeria_-_patterns_and_trends_2024.pdf
NGA,Nigeria,NIGERIA CORRUPTION INDEX Report of A Pilot Survey  ,2020,https://www.icpc.gov.ng/wp-content/uploads/2024/10/Nigeria-Corruption-Index-Report-of-a-Pilot-Survey-1.pdf
NGA,Nigeria,Corruption in Nigeria: Patterns and Trends Second Survey on Corruption as Experienced by the Population,2019,"https://www.nigerianstat.gov.ng/pdfuploads/Corruption_in_Nigeria_2019.pdf#:~:text=This%20second%20survey%20on%20bribery%20and%20other%20forms,the%2036%20states%20and%20the%20Federal%20Capital%20Territory."
NGA,Nigeria,National Corruption Survey: Corruption in Nigeria - Bribery as Experience by the Population,2017,https://www.nigerianstat.gov.ng/pdfuploads/NBS_NATIONAL_CORRUPTION_SURVEY_2017_RECOVERED%20VOLUME%201_.pdf
MLT,Oman,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
PRY,Paraguay,Latin America Anti corruption Assessment,2021-2022,https://www.vancecenter.org/wp-content/uploads/2022/03/Latin-America-Anti-corruption-Assessment-2021-2022.pdf
PRY,Paraguay,PEOPLE AND CORRUPTION: LATIN AMERICA AND THE CARIBBEAN,2017,https://files.transparencycdn.org/images/2017_GCB_AME_EN.pdf
PRY,Paraguay,Paraguay: Overview of Corruption and Anti-Corruption,2016,https://knowledgehub.transparency.org/assets/uploads/helpdesk/Country_profile_Paraguay_2016.pdf
PER,Peru,Latin America Anti corruption Assessment,2021-2022,https://www.vancecenter.org/wp-content/uploads/2022/03/Latin-America-Anti-corruption-Assessment-2021-2022.pdf
PER,Peru,"Citizen Perception on Governance, Democracy, and Trust in Institutions",2024,https://m.inei.gob.pe/media/MenuRecursivo/boletines/informe-tecnico-de-gobernabilidad-jul-dic-2023-febrero-2024-28-febrero.pdf
PER,Peru,"Perú: Percepción Ciudadana sobre Gobernabilidad, Democracia y Confianza en las Instituciones (Peru: Citizen Perceptions of Governance, Democracy, and Trust in Institutions)",2022,https://www.ipsos.com/sites/default/files/ct/news/documents/2022-09/Encuesta%20Pro%C3%A9tica%202022.pdf
PER,Peru,XI Encuesta nacional anual sobre percepciones de corrupción (XI Annual National Survey on Perceptions of Corruption),2019,https://www.proetica.org.pe/wp-content/uploads/2019/12/XIENCUESTASOBRECORRUPCI%C3%93N2019.pptx
PER,Peru,GLOBAL CORRUPTION BAROMETER LATIN AMERICA & THE CARIBBEAN 2019: Citizen's Views and Experiences of Corruption,2019,https://files.transparencycdn.org/images/2019_GCB_LatinAmerica_Caribbean_Full_Report_200409_091428.pdf
PER,Peru,Décima encuesta nacional sobre percepciones de corrupción (Tenth National Survey on Perceptions of Corruption),2017,https://www.proetica.org.pe/wp-content/uploads/2018/08/Pro%C3%A9tica-X-Encuesta-Nacional-sobre-Corrupci%C3%B3n-1-6.pdf
PER,Peru,PEOPLE AND CORRUPTION: LATIN AMERICA AND THE CARIBBEAN,2017,https://files.transparencycdn.org/images/2017_GCB_AME_EN.pdf
PER,Peru,NOVENA ENCUESTA NACIONAL SOBRE CORRUPCIÓN - 2015,2015,https://www.proetica.org.pe/wp-content/uploads/2018/04/292794637-Novena-Encuesta-nacional-sobre-percepciones-de-la-corrupcion-2015.pdf
PER,Peru,VIII Encuesta Nacional sobre percepciones de la corrupción en el Perú 2013 (VIII National Survey on Perceptions of Corruption in Peru 2013),2013,https://www.proetica.org.pe/wp-content/uploads/2018/08/169243407-VIII-Encuesta-Nacional-sobre-percepciones-de-la-corrupcion-en-el-Peru-2013-2.pdf
PER,Peru,VII Encuesta Nacional sobre percepciones de la corrupción en el Perú 2012 (VII National Survey on Perceptions of Corruption in Peru 201),2012,https://www.proetica.org.pe/wp-content/uploads/2018/04/317736944-Septima-Encuesta-Nacional-sobre-percepciones-de-la-corrupcion-2012.pdf
PER,Peru,Sexta Encuesta Nacional sobre percepciones de la corrupción en el Perú (Sixth National Survey on Perceptions of Corruption in Peru),2010,https://www.proetica.org.pe/wp-content/uploads/2018/08/46759836-Sexta-Encuesta-Nacional-sobre-Corrupcion-2010-1.pdf
PHL,Philippines,Corruption and Anti-Corruption Efforts in the Philippines,2023,https://knowledgehub.transparency.org/assets/uploads/helpdesk/ForPublishing_Corruption-and-anti-corruption-efforts-in-the-Philippines.pdf
PHL,Philippines,2017 National Household Survey on Experience with Corruption in the Philippines,2017,https://www.ombudsman.gov.ph/docs/08%20Resources/2017%20National%20Household%20Survey%20on%20Experience%20with%20Corruption%20in%20the%20Philippines.pdf
PHL,Philippines,2016 National Household Survey on Experience with Corruption in the Philippines,2016,https://www.ombudsman.gov.ph/docs/08%20Resources/2016%20National%20Household%20Survey%20on%20Experience%20with%20Corruption%20in%20the%20Philippines.pdf
PHL,Philippines,National Statistical Report on the Survey on Corruption ,2013,https://ombudsman.gov.ph/UNDP4/wp-content/uploads/2013/01/G_SURVEY_RESULTS_HTML.pdf
PHL,Philippines,Corruption and Anti-Corruption in the Philippines,2013,https://knowledgehub.transparency.org/assets/uploads/helpdesk/Country_profile_Philippines_2013.pdf
PHL,Philippines,UN Convention Against Corruption Civil Society Review: Philippines,2012,https://uncaccoalition.org/files/cso-review-reports/year2-philippines-report.pdf
POL,Poland,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
POL,Poland,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99736
POL,Poland,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91814
POL,Poland,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91237
POL,Poland,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
POL,Poland,Businesses’ Attitudes towards Corruption,2023,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=87744
POL,Poland,Citizens' attitudes towards corruption,2022,https://www.stopcorrupt.lu/wp-content/uploads/2022/08/Corruption_ebs_523_report_en.pdf
POL,Poland,Citizens' attitudes towards corruption,2020,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=72954
POL,Poland,Businesses’ Attitudes towards Corruption,2019,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=71843
POL,Poland,Citizens' attitudes towards corruption,2017,https://www.kpk-rs.si/storage/uploads/c03f5472-029f-4852-9d84-507d7141ad9b/2017_Eurobarometer-on-corruption_ebs_470_en.pdf
POL,Poland,Businesses’ Attitudes towards Corruption,2017,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=63961
POL,Poland,Businesses’ Attitudes towards Corruption,2015,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=52632
POL,Poland,Citizens' attitudes towards corruption,2013,https://www.kpk-rs.si/storage/uploads/0832fc02-01bb-4cf3-90ee-85e3c0dea14f/ebs_397_en_Corruption.pdf
POL,Poland,Businesses’ Attitudes towards Corruption,2013,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=43916
POL,Poland,Businesses’ Attitudes towards Corruption,2011,https://www.kpk-rs.si/storage/uploads/e5b7f01f-f505-4782-81f4-25ff77cd8ae4/Eurobarometer_ebs_374_en.pdf
POL,Poland,Businesses’ Attitudes towards Corruption,2008,https://parlament.mt/media/60626/0963.pdf?utm.pdf
PRT,Portugal,Citizens' attitudes towards corruption,2025,https://www.kverulant.org/wp-content/uploads/2025/09/Citizens-attitudes-towards-corruption-in-the-EU-in-2025_SP561_report_en.pdf
PRT,Portugal,Businesses’ Attitudes towards Corruption,2025,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=99737
PRT,Portugal,Citizens' attitudes towards corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91815
PRT,Portugal,Businesses’ Attitudes towards Corruption,2024,https://europa.eu/eurobarometer/api/deliverable/download/file?deliverableId=91238
PRT,Portugal,Citizens' attitudes towards corruption,2023,https://www.politico.eu/wp-content/uploads/2023/07/12/Citizens_attitudes_corruption_in_EU_2023_sp534_summary_en-2.pdf
